Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Les fondements du marketing pour l'e-commerce,"Dans cette formation de Tony Carpentier sur le marketing e-commerce, vous apprendrez à analyser les comportements et le parcours client, à comparer vos campagnes à celles des concurrents, et à définir votre proposition unique de vente. Vous découvrirez comment créer des messages publicitaires efficaces, optimiser le tunnel d'achat et diversifier vos leviers marketing. Maîtrisez le SEO et le SEA, engagez votre audience grâce au community management, et utilisez vos contenus pour propulser votre marque. Vous aborderez également les stratégies de Social Ads, d'affiliation, d'influence et de retargeting, et vous apprendrez à mesurer vos performances avec des KPI pertinents.",Course,2024-10-25 19:15 UTC,N/A,false,N/A,
Excel 2016 : Les formules et les fonctions avancées,"Partez à la découverte des fonctions et des formules d'Excel 2016. Dans cette formation qui s'adresse aux utilisateurs maîtrisant déjà Excel, Martial Auroy vous dévoile des fonctions de calcul reposant sur des critères et des conditions. Aussi, tirez parti des nombres, des textes et des dates, puis initiez-vous aux matrices et aux techniques de recherche. À la fin de cette formation, vous maîtriserez l'analyse et la manipulation de données sous conditions dans Excel 2016.",Course,2020-05-06 14:25 UTC,N/A,false,N/A,
Faire une bonne première impression ,"La première impression est marquante. Que ce soit dans le cadre d'une réunion, d'un entretien ou d'une négociation, vous devez savoir établir une relation instantanément. Heureusement, la capacité à faire une bonne première impression n'est pas innée : c'est une science qui s'acquiert. Vanessa Van Edwards est enquêtrice principale chez Science of People, laboratoire de recherche spécialisé dans les comportements humains. Dans cette formation, elle vous enseigne des stratégies étayées par la recherche qui peuvent vous aider à réussir les premières secondes de toutes vos interactions. Elle décrit également le langage corporel essentiel pour faire une première impression intéressante, les indices vocaux qui dénotent de l'assurance, en personne ou au téléphone, ainsi que les meilleures phrases d'accroche pour engager une conversation satisfaisante. Elle vous donne aussi des conseils pour transformer les échanges de banalités ternes en discussions animées et mémorables.",Course,2020-11-12 09:17 UTC,N/A,false,N/A,
L'essentiel d'OpenAI pour le développement en Python,"Depuis leur lancement en novembre 2022, les modèles de langage ont provoqué un véritable raz-de-marée sur la toile. Ils ne cessent de nous impressionner par leurs capacités de génération de contenu et d'images. Dans ce cours, vous découvrirez comment tirer parti des API d'OpenAI pour créer des projets entièrement pilotés par l'intelligence artificielle. Ainsi, en tant que développeur, vous apprendrez à développer des applications de nouvelle génération, en Python. Sandy Ludosky vous invite à la rejoindre dans cette formation et à démarrer avec l'IA générative !",Course,2025-09-19 09:02 UTC,N/A,false,N/A,
Gérer les nouveaux / nouvelles managers,"La gestion des nouveaux leaders est un processus plein de défis spécifiques. Même les meilleurs contributeurs peuvent rencontrer des difficultés face à leur nouveau rôle et à leurs responsabilités étendues. Dans cette formation, vous verrez comment soutenir et inspirer les nouveaux leaders au cours de cette transition importante. Sara Canaday, experte en leadership, vous explique comment identifier les perspectives et défis uniques des managers, définir les attentes concernant la transition, soutenir et coacher les managers et cultiver un environnement propice à leur réussite.",Course,2020-12-17 18:21 UTC,N/A,false,N/A,
C# : Les collections et génériques,"Dans cette formation qui s'adresse à des développeurs connaissant les bases de la programmation objet et du langage C#, apprenez à utiliser les types génériques de C#. Sylvain Labasse vous donne des méthodes efficaces pour exploiter les collections et en concevoir selon vos besoins. Vous découvrirez les avantages et les spécificités de la syntaxe générique sur les classes, les interfaces et les délégués. Vous apprendrez également à manipuler les collections proposées dans le framework .NET. Puis, vous verrez comment écrire vos propres classes génériques pour aller plus loin dans la réutilisation de votre code. À la fin de ce cours, vous serez à même de choisir la structure de données adaptée et ainsi, d'agir en bon programmeur.",Course,2020-11-22 18:30 UTC,N/A,false,N/A,
L'essentiel de PostgreSQL,"PostgreSQL est un SGBDR, ou Système de Gestion de Bases de Données Relationnelles, libre, puissant et très utilisé grâce à son support qui propose un langage proche de celui d'Oracle. En tant qu'administrateur de bases de données ou développeur, vous devez connaître PostgreSQL ainsi que ses fonctionnalités complètes. Dans cette formation, vous allez voir comment installer, configurer et mettre en œuvre le système. Vous allez découvrir les éléments essentiels pour gérer des bases de données, des schémas, des tables et des objets de code. Rudi Bruchez, spécialiste en bases de données depuis de nombreuses années, vous accompagne dans la prise en main de PostgreSQL.",Course,2024-11-05 12:30 UTC,N/A,false,N/A,
Garder son calme face à l'agressivité,"Comment garder son calme face à l'agressivité et parvenir à gérer les conflits ? Dans ce cours, Yann Piette vous présentera 9 conseils pour éviter que les conflits ne s'enveniment mais aussi pour ménager les émotions de vos interlocuteurs ou interlocutrices. Vous verrez que de simples techniques, qui peuvent de prime abord nous paraître contre-intuitives, permettent bien souvent de court-circuiter l'énervement. Contrôler ses émotions est impossible, cependant agir sur ses réactions est la clé du succès. </br></br> Cette formation a été créée par Yann Piette. Nous sommes ravis d'héberger ce contenu sur notre plateforme.",Course,2025-01-24 18:33 UTC,N/A,false,N/A,
Examen blanc 1 pour AWS Cloud Practitioner (CLF-C02),"<p>Cet examen blanc est conçu pour vous préparer à passer l’examen de certification <b>AWS Cloud Practitioner (CLF-C02)</b>. Lorsque vous aurez ouvert l’examen blanc, vous aurez le choix entre trois modes d’entraînement : chronométré, non chronométré et personnalisé. Chaque mode vous offre un nombre illimité de tentatives, avec résultats détaillés et explication des bonnes et mauvaises réponses. Le nombre et le type de questions de l’examen blanc ainsi que la durée de sa version chronométrée sont représentatifs des conditions de l’examen de certification.</p>
Informations sur la certification : pour plus d'informations sur cette certification, rendez-vous sur <a href=""https://aws.amazon.com/fr/certification/certified-cloud-practitioner/?nc1=h_ls"" >Amazon Web Services</a>.
Les questions d'entraînement fournies sont représentatives de l'examen de certification, mais ne sont pas les questions réelles que vous verrez lors de l'examen de certification. Les examens blancs sont destinés à l'auto-évaluation. La réussite de cet examen d'entraînement ne garantit pas la réussite de l'examen de certification proprement dit.",Course,2025-06-19 08:03 UTC,N/A,false,N/A,
7 erreurs à éviter en tant que créatif,"Dans cette formation qui s'adresse aux créatifs en général, vous découvrirez les 7 erreurs qu'ils commettent de façon récurrente, avec le risque de nuire à leur propre activité. Lucie Bourboulon, votre formatrice, va vous présenter ces erreurs, l'absence de devis, les échanges trop nombreux avec les clients, le problème des droits d'auteurs et des conditions générales, l'usage d'images non autorisées ou encore ne pas mettre à jour son portfolio et ne pas garder de traces écrites. Bien entendu, elle vous proposera les solutions à mettre en œuvre avec, pour but, la pérennité de votre activité créative.",Course,2024-07-09 10:16 UTC,N/A,false,N/A,
En bref : Les fondements de la gestion de projet agile,"Grâce à ce résumé, découvrez le cours de Benoit Gantaume « Les fondements de la gestion de projet agile ». Dans ce cours audio LinkedIn Learning, vous découvrirez en moins de 5 minutes les points les plus importants sur le sujet. Si vous souhaitez en apprendre plus sur la gestion de projet agile, regardez le cours complet : <br><br>
<li><a href=""https://www.linkedin.com/learning/les-fondements-de-la-gestion-de-projet-agile-2"" target=""blank"">Les fondements de la gestion de projet agile</a><br></li>",Course,2022-04-14 15:29 UTC,N/A,false,N/A,
